id_booking,id_passenger,id_session
7248249394,1362951503,1362951503_0
7248246289,406331018,406331018_0
7248247071,686769213,686769213_0
7248250981,391570032,391570032_0
7248291001,1407099267,1407099267_1
7248253787,1415558000,1415558000_0
7248254937,1422726778,1422726778_0
7248257237,1365738712,1365738712_0
7248257467,341956203,341956203_0
7250430668,341956203,341956203_1
7248259261,1128894441,1128894441_0
7248259813,1392423726,1392423726_0
7248269841,1392423726,1392423726_0
7248259951,1412452839,1412452839_0
7248260526,712551201,712551201_0
7248263654,1295650007,1295650007_0
7248267725,1295650007,1295650007_0
7248266092,441992725,441992725_0
7248266621,1304753844,1304753844_0
7248269312,1295650007,1295650007_0
7248279018,1295650007,1295650007_0
7248272371,1391530314,1391530314_0
7248274763,1350737399,1350737399_0
7248277638,650943792,650943792_0
7249606555,650943792,650943792_1
7248278673,480990306,480990306_0
7248285366,480990306,480990306_0
7248285481,1295650007,1295650007_0
7248279777,1238813856,1238813856_0
7248280973,440391741,440391741_0
7248282054,1403694807,1403694807_0
7248282353,1522639537,1522639537_0
7248284446,737330251,737330251_0
7248288724,480990306,480990306_0
7248285435,1211724318,1211724318_0
7248290334,1295650007,1295650007_0
7248287528,622990949,622990949_0
7248288448,112291497,112291497_0
7248289322,1393615310,1393615310_0
7248292496,1295650007,1295650007_0
7248291093,1254632083,1254632083_0
7248292404,1328321346,1328321346_0
7248293623,1351715750,1351715750_0
7248294635,444423756,444423756_0
7248296705,462653211,462653211_0
7248297234,415275051,415275051_0
7248312253,462962975,462962975_0
7248319935,1396651149,1396651149_0
7248328882,462557462,462557462_0
7248332677,1522488197,1522488197_0
7248337576,1477609355,1477609355_0
7248342659,130638114,130638114_0
7248342935,1318930630,1318930630_0
7248343579,581845168,581845168_0
7248350295,1522754169,1522754169_0
7248353147,767288395,767288395_0
7248355631,1131550918,1131550918_0
7249617112,1131550918,1131550918_1
7248372605,774464464,774464464_0
7248393857,1485386161,1485386161_0
7248394846,584735095,584735095_0
7248400504,463855973,463855973_0
7248409037,1392547512,1392547512_0
7248414557,1515535734,1515535734_0
7248415477,795911688,795911688_0
7248420169,1522742876,1522742876_0
7248420376,1130827591,1130827591_0
7249398842,1130827591,1130827591_1
7248428334,1435514962,1435514962_0
7248428748,732855095,732855095_0
7248434107,1441315631,1441315631_0
7248437488,469879949,469879949_0
7248445515,469879949,469879949_0
7248443077,476888555,476888555_0
7248444273,1517190032,1517190032_0
7248464306,657024049,657024049_0
7248470217,473121431,473121431_0
7248492711,1401991450,1401991450_0
7248512974,553037185,553037185_0
7249703339,553037185,553037185_1
7248518701,1522766635,1522766635_0
7248527372,1157713234,1157713234_0
7248940521,1157713234,1157713234_1
7248530937,688949705,688949705_0
7248538228,189905089,189905089_0
7248550372,1315456802,1315456802_0
7249512048,1315456802,1315456802_1
7248555087,1522764887,1522764887_0
7248579237,176283730,176283730_0
7248581537,1522634592,1522634592_0
7248598833,1522634592,1522634592_0
7248582733,472061430,472061430_0
7248639359,1522634592,1522634592_1
7248600305,174400168,174400168_0
7248604330,1401350992,1401350992_0
7248605480,715207517,715207517_0
7248614542,387886950,387886950_0
7248620660,651266275,651266275_0
7248621856,1241866600,1241866600_0
7248627629,1392180777,1392180777_0
7248632551,524332150,524332150_0
7248654631,1392637994,1392637994_0
7248666384,507495989,507495989_0
7248675285,1422219835,1422219835_0
7248676711,1522481274,1522481274_0
7248681725,1522481274,1522481274_0
7248680805,1394149899,1394149899_0
7248691201,1508523793,1508523793_0
7248694053,1412355089,1412355089_0
7248699274,1395654904,1395654904_0
7248708336,1518090942,1518090942_0
7248721032,635217450,635217450_0
7248731244,635217450,635217450_0
7248721492,1522542224,1522542224_0
7248723470,556137401,556137401_0
7248730002,1392056830,1392056830_0
7248735821,1392293845,1392293845_0
7248736212,1253963312,1253963312_0
7248746079,423877511,423877511_0
7249244282,423877511,423877511_1
7248747597,1418011916,1418011916_0
7248750840,1418011916,1418011916_0
7248748379,1258451417,1258451417_0
7248780142,1418011916,1418011916_1
7248751783,1393252577,1393252577_0
7248754267,40854486,40854486_0
7248776738,1357300265,1357300265_0
7248778371,1512873461,1512873461_0
7248778555,481442463,481442463_0
7249417196,481442463,481442463_1
7248779544,1522628313,1522628313_0
7251188058,1418011916,1418011916_2
7248792033,541866246,541866246_0
7248792654,604415850,604415850_0
7248798220,1373364730,1373364730_0
7248798312,518457398,518457398_0
7248803027,1340308831,1340308831_0
7249423912,1340308831,1340308831_1
7248807052,608818901,608818901_0
7248826395,13616828,13616828_0
7248832812,1224583411,1224583411_0
7248832927,138870665,138870665_0
7248833962,1522002184,1522002184_0
7248842380,1522357465,1522357465_0
7249772707,1522357465,1522357465_1
7248847463,730290641,730290641_0
7248848544,1396866107,1396866107_0
7248849418,1426364688,1426364688_0
7248871820,462863155,462863155_0
7248882078,1517970238,1517970238_0
7248884148,450516594,450516594_0
7248890427,464782643,464782643_0
7248890473,467467479,467467479_0
7249754629,467467479,467467479_1
7248891416,1168513620,1168513620_0
7249718818,1168513620,1168513620_1
7248891922,517141062,517141062_0
7248897028,1392942146,1392942146_0
7248897281,1359368885,1359368885_0
7248901835,615158966,615158966_0
7248902640,542316793,542316793_0
7248906159,1502162154,1502162154_0
7248907079,787951733,787951733_0
7248907378,1392716723,1392716723_0
7248908942,1201791492,1201791492_0
7248910023,532526015,532526015_0
7248913818,773308507,773308507_0
7248920005,164757050,164757050_0
7248920327,1121641299,1121641299_0
7248924122,1404276063,1404276063_0
7248927365,338649286,338649286_0
7248929389,1497336800,1497336800_0
7248930217,1343328846,1343328846_0
7248931482,1522804263,1522804263_0
7248933598,585692447,585692447_0
7248937761,191613759,191613759_0
7248938382,1178451253,1178451253_0
7248938451,1522392908,1522392908_0
7248941372,471718063,471718063_0
7248942177,634431885,634431885_0
7248947306,757370887,757370887_0
7248947490,247853865,247853865_0
7248948157,1400965558,1400965558_0
7248948295,156315912,156315912_0
7248952504,204332322,204332322_0
7248954505,1436667561,1436667561_0
7248957219,793990912,793990912_0
7248957932,1270168583,1270168583_0
7248959036,474739251,474739251_0
7248959726,1404905274,1404905274_0
7248961083,1330612744,1330612744_0
7248968167,1165334514,1165334514_0
7248969386,641433637,641433637_0
7248972813,1395476907,1395476907_0
7248977758,558594215,558594215_0
7248978632,1521044050,1521044050_0
7248981461,462565144,462565144_0
7248985394,1393770100,1393770100_0
7248986314,9169341,9169341_0
7248987533,459555065,459555065_0
7248990385,733047996,733047996_0
7248991627,401791416,401791416_0
7248994801,1522803987,1522803987_0
7249003219,1370326522,1370326522_0
7249009452,1484285013,1484285013_0
7249010855,463346293,463346293_0
7249012304,1476293410,1476293410_0
7249578495,1476293410,1476293410_1
7249013845,481876703,481876703_0
7249017939,1117629179,1117629179_0
7249020837,1436678348,1436678348_0
7249023068,1400248947,1400248947_0
7249024195,361291015,361291015_0
7249027369,788250411,788250411_0
7249031992,1487852244,1487852244_0
7249033763,1251428298,1251428298_0
7249042158,1391934332,1391934332_0
7249043722,1275615535,1275615535_0
7249053290,1275615535,1275615535_0
7249044044,321633242,321633242_0
7249045700,1229969137,1229969137_0
7249045792,508920494,508920494_0
7249048621,586207900,586207900_0
7249050162,561922706,561922706_0
7249051013,698917215,698917215_0
7249054026,464139862,464139862_0
7249054555,1297843195,1297843195_0
7249056625,466202019,466202019_0
7249059201,1315751501,1315751501_0
7249061708,486423504,486423504_0
7249062651,515111450,515111450_0
7249063065,1478384386,1478384386_0
7249063778,669593917,669593917_0
7249066193,1393965439,1393965439_0
7249067780,1438653588,1438653588_0
7249067964,351310303,351310303_0
7249071552,1485817066,1485817066_0
7249074312,481008315,481008315_0
7249078038,462088009,462088009_0
7249080499,390190998,390190998_0
7249080821,630434899,630434899_0
7249080890,1514061825,1514061825_0
7249081304,1288382720,1288382720_0
7249758930,1288382720,1288382720_1
7249083788,1338145520,1338145520_0
7249085053,1392850399,1392850399_0
7249089630,1392850399,1392850399_0
7249086318,1378885673,1378885673_0
7249086525,354161406,354161406_0
7249086962,478193598,478193598_0
7249092482,1392850399,1392850399_0
7249090527,1392516600,1392516600_0
7249090826,749436140,749436140_0
7249091056,476363511,476363511_0
7249091907,572690179,572690179_0
7249094805,1392850399,1392850399_0
7249092850,1405133227,1405133227_0
7249094276,467378239,467378239_0
7249096208,547265588,547265588_0
7249097657,497503386,497503386_0
7249098738,1517061347,1517061347_0
7249099451,462701396,462701396_0
7249101153,1521093776,1521093776_0
7249103315,788143737,788143737_0
7249105017,479164451,479164451_0
7249106052,1423011334,1423011334_0
7249106167,1392491875,1392491875_0
7249108927,465917762,465917762_0
7249109111,1400612370,1400612370_0
7249109134,1522695818,1522695818_0
7249111227,464297205,464297205_0
7249112147,1367345492,1367345492_0
7249112262,1521993835,1521993835_0
7249113918,1329436133,1329436133_0
7249114585,1522351324,1522351324_0
7249115298,1273374898,1273374898_0
7249117621,1306468080,1306468080_0
7249117805,609346038,609346038_0
7249118886,1398819612,1398819612_0
7249527044,1398819612,1398819612_1
7249120933,1521890588,1521890588_0
7249121508,1277037303,1277037303_0
7249125533,396215940,396215940_0
7249125556,1168635773,1168635773_0
7249127925,439729801,439729801_0
7249127948,677887119,677887119_0
7249129328,732460645,732460645_0
7249129604,1121055903,1121055903_0
7249129926,508083202,508083202_0
7249130317,489960237,489960237_0
7249130409,1332866077,1332866077_0
7249130524,803429330,803429330_0
7249785817,803429330,803429330_1
7249133353,1521184373,1521184373_0
7249133491,571720108,571720108_0
7249133836,1419286967,1419286967_0
7249134181,1489348716,1489348716_0
7249134572,73546318,73546318_0
7249134986,1393582742,1393582742_0
7249135101,1392733214,1392733214_0
7249136021,1416499689,1416499689_0
7249136067,1426512670,1426512670_0
7249137056,1495362894,1495362894_0
7249137585,1408609700,1408609700_0
7249138528,1421920053,1421920053_0
7249138758,1471293532,1471293532_0
7249138850,1509624113,1509624113_0
7249139057,1376146442,1376146442_0
7249139402,295787038,295787038_0
7249154651,295787038,295787038_0
7249140276,1514523366,1514523366_0
7249141633,1293040059,1293040059_0
7249143082,1392447140,1392447140_0
7249144048,719009739,719009739_0
7249145221,772981953,772981953_0
7249145290,1478250940,1478250940_0
7249145704,1214143688,1214143688_0
7249146601,1162930807,1162930807_0
7249146969,1504751724,1504751724_0
7249147567,1366102411,1366102411_0
7249316157,1366102411,1366102411_1
7249148234,1393322566,1393322566_0
7249148349,1392379819,1392379819_0
7249719669,1392379819,1392379819_1
7249149085,1336852276,1336852276_0
7249149614,1296145910,1296145910_0
7249149729,1301726354,1301726354_0
7249149752,9318450,9318450_0
7249150235,1135531160,1135531160_0
7249150557,469482141,469482141_0
7249150718,1522200122,1522200122_0
7249150810,1522825032,1522825032_0
7249150925,758164640,758164640_0
7249150948,780917942,780917942_0
7249151178,755676178,755676178_0
7249151224,1401595781,1401595781_0
7249151339,250594867,250594867_0
7249151385,1346929910,1346929910_0
7249151546,445760815,445760815_0
7249151569,1486737181,1486737181_0
7249151661,522645583,522645583_0
7249151937,325239780,325239780_0
7249152052,998502611,998502611_0
7249152075,1426924715,1426924715_0
7249152144,1280163417,1280163417_0
7249152236,1522827171,1522827171_0
7249152259,1320417672,1320417672_0
7249152282,484142088,484142088_0
7249152305,1471083726,1471083726_0
7249152443,1355863294,1355863294_0
7249152466,508456078,508456078_0
7249152489,525134045,525134045_0
7249152558,1483868529,1483868529_0
7249152788,1430338444,1430338444_0
7249152880,350066141,350066141_0
7249153225,1514189981,1514189981_0
7249153294,1312108255,1312108255_0
7249153363,547997839,547997839_0
7249153386,1506621532,1506621532_0
7249153409,482638187,482638187_0
7249153432,527471742,527471742_0
7249153455,1157846611,1157846611_0
7249153593,1434384305,1434384305_0
7249153685,707520664,707520664_0
7249153754,1436741897,1436741897_0
7249153800,401758365,401758365_0
7249153823,375935299,375935299_0
7249153915,1515922226,1515922226_0
7249154122,1519950147,1519950147_0
7249154398,1522805390,1522805390_0
7249154536,1516028854,1516028854_0
7249174730,295787038,295787038_1
7249154743,1398242565,1398242565_0
7249154812,1265349186,1265349186_0
7249154881,1342802146,1342802146_0
7249154904,1503696990,1503696990_0
7249154950,1496643235,1496643235_0
7249722153,1496643235,1496643235_1
7249155157,1369634475,1369634475_0
7249155180,1164301906,1164301906_0
7249155249,465096662,465096662_0
7249155502,352696007,352696007_0
7249155663,486880077,486880077_0
7249155709,803117496,803117496_0
7249155755,1209791628,1209791628_0
7249155824,1516692082,1516692082_0
7249155916,1232996581,1232996581_0
7249156031,1421142883,1421142883_0
7249156146,1306171518,1306171518_0
7249156169,1522760563,1522760563_0
7249156238,1276221401,1276221401_0
7249156307,1183791623,1183791623_0
7249156376,1489728975,1489728975_0
7249156445,1504217020,1504217020_0
7249156514,603991845,603991845_0
7249156560,791109242,791109242_0
7249156583,571857211,571857211_0
7249156606,465930435,465930435_0
7249156652,1436164919,1436164919_0
7249156790,604557001,604557001_0
7249156905,1410567575,1410567575_0
7249156951,753981469,753981469_0
7249156997,574297396,574297396_0
7249157066,372448016,372448016_0
7249157204,1372049107,1372049107_0
7249157365,1433228233,1433228233_0
7249157434,521240099,521240099_0
7249157457,1247277281,1247277281_0
7249157572,1514918437,1514918437_0
7249157664,704601136,704601136_0
7249157687,489468405,489468405_0
7249157779,1203389509,1203389509_0
7249157848,1363356924,1363356924_0
7249158032,1392547558,1392547558_0
7249158078,651683978,651683978_0
7249158124,1475520357,1475520357_0
7249158285,1281981912,1281981912_0
7249158354,1322535006,1322535006_0
7249158446,1197305020,1197305020_0
7249158492,356783981,356783981_0
7249158515,350874269,350874269_0
7249158584,1123393508,1123393508_0
7249158699,1498898615,1498898615_0
7249158722,1197060300,1197060300_0
7249158745,534818011,534818011_0
7249158814,1135036568,1135036568_0
7249158860,1477936967,1477936967_0
7249158929,1441206772,1441206772_0
7249159021,1485692406,1485692406_0
7249159113,1208116883,1208116883_0
7249159274,1395413289,1395413289_0
7249159320,1399064171,1399064171_0
7249159343,1401072163,1401072163_0
7249159412,1398781593,1398781593_0
7249159435,1233756547,1233756547_0
7249159527,1348402209,1348402209_0
7249159573,1397315734,1397315734_0
7249159642,773247672,773247672_0
7249159826,1302013440,1302013440_0
7249159895,763530908,763530908_0
7249159918,1340006887,1340006887_0
7249159964,715584763,715584763_0
7249160033,1517467642,1517467642_0
7249160056,490116062,490116062_0
7249160148,517154310,517154310_0
7249160217,160046558,160046558_0
7249160286,1342949139,1342949139_0
7249160309,1478424981,1478424981_0
7249160447,1257524218,1257524218_0
7249160539,731843486,731843486_0
7249160746,1344466104,1344466104_0
7249160792,1510982240,1510982240_0
7249160815,1522795040,1522795040_0
7249160884,1324765776,1324765776_0
7249160907,766871382,766871382_0
7249160953,1324987864,1324987864_0
7249160976,486195712,486195712_0
7249161022,1382691828,1382691828_0
7249161068,1329800959,1329800959_0
7249161114,1311073692,1311073692_0
7249161206,769281414,769281414_0
7249161229,1401190337,1401190337_0
7249161436,1392756720,1392756720_0
7249161735,539711721,539711721_0
7249161758,327812330,327812330_0
7249161781,1440361154,1440361154_0
7249161873,439011810,439011810_0
7249161965,1260651597,1260651597_0
7249162034,1504938967,1504938967_0
7249162172,1394509964,1394509964_0
7249162264,1509951173,1509951173_0
7249162356,1319470532,1319470532_0
7249162471,1199570451,1199570451_0
7249162724,1353804587,1353804587_0
7249162793,1121517076,1121517076_0
7249162816,1314859607,1314859607_0
7249162885,1522308889,1522308889_0
7249162977,1362119087,1362119087_0
7249163046,381091669,381091669_0
7249163253,507120882,507120882_0
7249163368,1098005809,1098005809_0
7249163506,1499712861,1499712861_0
7249163897,539900643,539900643_0
7249164426,1335859734,1335859734_0
7249164472,361147794,361147794_0
7249164656,1340164782,1340164782_0
7249545513,1340164782,1340164782_1
7249164679,1419868177,1419868177_0
7249164725,1517939165,1517939165_0
7249164771,760793011,760793011_0
7249164886,734798687,734798687_0
7249165139,1394495980,1394495980_0
7249165162,802977633,802977633_0
7249165300,1345398547,1345398547_0
7249165369,604175408,604175408_0
7249165415,1487146926,1487146926_0
7249165530,1318791848,1318791848_0
7249165645,546608317,546608317_0
7249166013,579908016,579908016_0
7249166082,1419269418,1419269418_0
7249166128,1480741909,1480741909_0
7249166220,486123906,486123906_0
7249166243,395929199,395929199_0
7249166335,529924232,529924232_0
7249166358,1134380263,1134380263_0
7249166381,1522828298,1522828298_0
7249166404,1331389132,1331389132_0
7249166496,1502759234,1502759234_0
7249166657,756986488,756986488_0
7249191405,756986488,756986488_1
7249166841,327626053,327626053_0
7249166864,1522814153,1522814153_0
7249166887,647263815,647263815_0
7249166956,1315712263,1315712263_0
7249166979,613985552,613985552_0
7249167002,1415405096,1415405096_0
7249167186,1307718958,1307718958_0
7249167255,1342443691,1342443691_0
7249167278,1218600881,1218600881_0
7249167370,775414870,775414870_0
7249167531,1129946070,1129946070_0
7249167761,1335628814,1335628814_0
7249167830,1277782756,1277782756_0
7249167968,1393489960,1393489960_0
7249168221,1353451169,1353451169_0
7249168290,1369460480,1369460480_0
7249168382,1497389976,1497389976_0
7249168451,1508354352,1508354352_0
7249168474,1351422270,1351422270_0
7249168497,1270885654,1270885654_0
7249168635,1334005635,1334005635_0
7249168658,1252721082,1252721082_0
7249168681,1396854538,1396854538_0
7249168704,1435762718,1435762718_0
7249168819,1520604106,1520604106_0
7249168842,1259690220,1259690220_0
7249168957,1330605200,1330605200_0
7249169003,607215410,607215410_0
7249728616,607215410,607215410_1
7249169026,1478964653,1478964653_0
7249169049,1341126964,1341126964_0
7249169118,1329361199,1329361199_0
7249169164,1400710051,1400710051_0
7249169256,1337642855,1337642855_0
7249169371,722175574,722175574_0
7249169394,1479249945,1479249945_0
7249169417,1392558943,1392558943_0
7249169440,468565798,468565798_0
